tokens,ner_tags,sentence_label
"['There', 'was', 'also', 'a', 'wicket', 'each', 'for', 'Ronnie', 'Irani', ',', 'Allan', 'Mullally', 'and', 'Darren', 'Gough', 'although', 'there', 'was', 'no', 'joy', 'for', 'Dean', 'Headley', 'who', ',', 'along', 'with', 'Lancashire', 'batsman', 'Graham', 'Lloyd', ',', 'was', 'making', 'his', 'international', 'debut', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",1
"['The', '60-year-old', 'Moslem', 'cleric', ',', 'jailed', 'by', 'Israel', 'since', '1989', ',', 'is', 'serving', 'a', 'life', 'sentence', 'for', 'ordering', 'attacks', 'by', 'Hamas', 'guerrillas', 'against', 'Israeli', 'targets', '.']","[0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 0, 0]",0
"['15-14', '15-9']","[0, 0]",4
"['MINNESOTA', '63', '64', '.496', '13']","[3, 0, 0, 0, 0]",1
"['Fall', 'of', 'wickets', ':', '1-106', '2-239', '3-334', '4-334', '5-365', '6-440', '7-502']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Prodi', 'will', 'also', 'meet', 'President', 'Suleyman', 'Demirel', 'and', 'Foreign', 'Minister', 'Tansu', 'Ciller', ',', 'Akbel', 'said', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 0, 0]",0
"['Samsung', '47', '5', '55', '.463', '15']","[3, 0, 0, 0, 0, 0]",3
"['SUZUKA', ',', 'Japan', '1996-08-25']","[5, 0, 5, 0]",1
"['Zimbabwe', 'fires', 'striking', 'civil', 'servants', '.']","[5, 0, 0, 0, 0, 0]",0
"['The', 'only', 'other', 'community', 'is', 'in', 'the', 'Russian', 'village', 'of', 'Barentsburg', '.']","[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 5, 0]",4
"['The', 'timing', 'of', 'that', 'mission', 'has', 'yet', 'to', 'be', 'determined', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'decline', 'is', 'all', 'the', 'worse', 'for', 'people', 'who', 'recall', 'wasteful', 'Soviet', 'times', ',', 'when', 'the', 'Kremlin', 'imported', 'grain', 'but', 'priced', 'bread', 'so', 'cheaply', 'that', 'people', 'bought', 'it', 'to', 'feed', 'their', 'pigs', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Baseball', 'games', 'played', 'on', 'Thursday', '(', 'home', 'team', 'in', 'CAPS', ')', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Under', 'the', 'revised', 'version', 'state', 'spending', 'is', 'expected', 'to', 'rise', 'by', 'some', '566', 'billion', 'lei', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Werder', 'Bremen', '1', '(', 'Schulz', '31st', ')', 'Borussia', 'Moenchengladbach', '0', '.']","[3, 4, 0, 0, 1, 0, 0, 3, 4, 0, 0]",1
"['Arminia', 'Bielefeld', '3', '0', '2', '1', '2', '3', '2']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Third', 'was', 'Ford', 'with', '35,563', 'registrations', ',', 'or', '11.7', 'percent', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['league', 'soccer', 'match', 'on', 'Sunday', ':']","[0, 0, 0, 0, 0, 0]",1
"['But', 'prosecutors', 'face', 'huge', 'difficulties', 'in', 'gathering', 'evidence', 'and', 'bringing', 'witnesses', 'to', 'testify', 'in', 'a', 'German', 'court', ',', 'and', 'only', 'one', 'person', 'has', 'so', 'far', 'been', 'convicted', 'under', 'the', 'law', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Tim', 'Henman', '(', 'Britain', ')', 'beat', 'Chris', 'Woodruff', '(', 'U.S.', ')', ',', 'walkover']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]",1
"['SEATTLE', 'AT', 'BOSTON']","[3, 0, 5]",1
"['(', '1-1', ')']","[0, 0, 0]",3
"['Witnesses', 'said', 'protesters', 'carrying', 'colourful', 'party', 'flags', 'walked', 'for', 'several', 'miles', ',', 'chanting', 'anti-government', 'slogans', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Like', 'Prescott', ',', 'Jack', 'Berry', ',', 'trainer', 'of', 'Mind', 'Games', ',', 'had', 'gone', 'into', 'Thursday', ""'s"", 'race', 'in', 'search', 'of', 'a', 'first', 'group', 'one', 'success', 'after', 'many', 'years', 'around', 'the', 'top', 'of', 'his', 'profession', '.']","[0, 1, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['FRANKFURT', '2,555.16', '-', '2.10', '2,583.49', ')', '2,284.86']","[5, 0, 0, 0, 0, 0, 0]",2
"['Feugill', 'said', 'he', 'made', 'the', 'hot', ',', 'heavy', 'suit', ',', 'which', 'he', 'first', 'used', 'in', 'the', 'Marines', ',', 'by', 'attaching', 'strips', 'of', 'burlap', 'to', 'a', 'camouflage', 'outfit', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['He', 'also', 'admitted', 'kidnapping', 'two', 'other', 'girls', ',', 'An', 'Marchal', 'and', 'Eefje', 'Lambrecks', ',', 'a', 'year', 'ago', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0]",4
"['In', 'Chorzow', ':', 'Ruch', 'Chorzow', '(', 'Poland', ')', '5', 'Llansantffraid', '(', 'Wales', ')', '0']","[0, 5, 0, 3, 4, 0, 5, 0, 0, 3, 0, 5, 0, 0]",1
"['-', 'Tegel', '10,896', 'up', '3.1']","[0, 5, 0, 0, 0]",2
"['-', 'Blaming', 'Iraq', 'for', 'riots', 'in', 'Jordan', 'is', 'a', 'dirty', 'game', '.']","[0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0]",0
"['Succeeding', 'him', 'as', 'head', 'of', 'the', 'movement', ',', 'Moada', ',', 'an', 'Arab', 'nationalist', ',', 'ousted', 'liberals', 'led', 'by', 'MDS', 'secretary-general', 'Mustapha', 'Ben', 'Jaafar', 'in', '1993', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 2, 0, 0, 0]",0
"['Lawyer', 'Cesare', 'dal', 'Maso', 'told', 'ANSA', 'that', 'Stevanin', 'confessed', 'to', 'beheading', 'and', 'dumping', 'the', 'body', 'of', 'a', 'fourth', 'woman', 'in', 'the', 'nearby', 'Adige', 'river', '.']","[0, 1, 2, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]",4
"['It', 'was', 'the', 'sixth', 'year', 'in', 'a', 'row', 'that', 'China', 'avoided', 'censure', 'at', 'the', 'U.N.', ""'s"", 'main', 'human', 'rights', 'forum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",0
"['CINCINNATI', '62', '62', '.500', '4', '1/2']","[3, 0, 0, 0, 0, 0]",1
"['Shortly', 'after', 'the', 'report', 'appeared', 'showing', 'the', 'confidence', 'index', 'rising', 'to', '109.4', 'in', 'August', 'from', 'a', 'revised', '107.0', 'in', 'July', ',', 'Wall', 'Street', 'relinquished', 'virtually', 'all', 'its', 'morning', 'gains', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0]",2
"['Berry', 'said', ':', '""', 'I`m', 'disappointed', 'but', 'I', 'do', ""n't"", 'feel', 'suicidal', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['draws', 'for', 'the', 'UEFA', 'cup', 'and', 'the', 'cup', ""'s"", 'winners', 'cup', 'involving', 'Greek']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 7]",1
"['AMERICAN', 'LEAGUE']","[7, 8]",1
"['SPIF', 'CESKY', '339.00', '340.00', '7546', '2562.094']","[3, 4, 0, 0, 0, 0]",2
"['BASEBALL', '-', 'MAJOR', 'LEAGUE', 'STANDINGS', 'AFTER', 'TUESDAY', ""'S"", 'GAMES', '.']","[0, 0, 7, 8, 0, 0, 0, 0, 0, 0]",1
"['This', 'time', 'it', 'did', ""n't"", 'happen', '.']","[0, 0, 0, 0, 0, 0, 0]",4
"['He', 'was', 'an', 'opponent', 'of', 'abortion', 'until', '1986', 'and', 'voted', 'for', 'President', 'Ronald', 'Reagan', ""'s"", 'big', 'tax', 'cut', 'bill', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",2
"['The', 'dispute', 'pits', 'Takemura', ',', 'who', 'founded', 'Sakigake', 'in', '1993', 'as', 'a', 'reform-oriented', 'LDP', 'splinter', 'group', ',', 'against', 'party', 'official', 'Yukio', 'Hatoyama', ',', 'who', 'says', 'he', 'will', 'leave', 'Sakigake', 'to', 'form', 'a', 'reformist', 'political', 'group', 'next', 'month', '.']","[0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['10.', 'Cor', 'Euser', '(', 'Netherlands', ')', '/', 'H.', 'Wada', '(', 'Japan', ')', '/', 'N.', 'Furuya', '(', 'Japan', ')', 'GT2']","[0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 7]",1
"['10,000', '.']","[0, 0]",4
"['Authorities', 'in', 'Kassala', 'said', 'opposition', 'forces', 'based', 'in', 'Eritrea', 'have', 'been', 'laying', 'landmines', 'and', 'stealing', 'vehicles', 'and', 'other', 'goods', 'to', 'smuggle', 'them', 'across', 'the', 'border', 'into', 'Eritrea', '.']","[0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",0
"['--', 'Wellington', 'newsroom', '(', '64', '4', ')', '473', '4746']","[0, 5, 0, 0, 0, 0, 0, 0, 0]",4
"['Of', 'the', 'total', '119', 'issues', 'traded', '71', 'closed', 'higher', ',', '44', 'ended', 'lower', 'and', 'four', 'remained', 'unchanged', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['BOSTON', '9', 'Seattle', '5']","[3, 0, 3, 0]",1
"['Kenneth', 'Carlsen', '(', 'Denmark', ')', 'beat', 'Patrick', 'Rafter', '(', 'Australia', ')', '7-6', '(', '9-7', ')', '6-3', '7-6', '(', '8-6', ')']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['*INDICES', 'USED', 'AND', 'THEIR', 'ALL-TIME', 'CLOSING', 'HIGHS']","[0, 0, 0, 0, 0, 0, 0]",2
"['TVX', 'and', 'Kinross', 'rose', 'after', 'recent', 'buy', 'recommendations', 'from', 'U.S.', 'brokers', ',', 'analysts', 'said', '.']","[3, 0, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",2
"['Our', 'not', 'signing', 'a', 'new', 'treaty', 'does', 'not', 'mean', 'we', 'are', 'going', 'in', 'for', 'any', 'new', 'kind', 'of', 'weapons', ',', 'particularly', 'nuclear', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['subject', 'to', 'limit', '5,124.053', '5,122.084']","[0, 0, 0, 0, 0]",4
"['The', 'planned', 'reopening', 'of', 'Afghanistan', ""'s"", 'main', 'northern', 'Salang', 'highway', 'as', 'a', 'result', 'of', 'peace', 'talks', 'with', 'an', 'opposition', 'alliance', 'has', 'been', 'put', 'off', 'until', 'Wednesday', ',', 'official', 'Kabul', 'Radio', 'said', 'on', 'Sunday', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]",0
"['one', 'kilometre', 'time-trial', 'final']","[0, 0, 0, 0]",1
"['Andrei', 'Olhovskiy', '(', 'Russia', ')', 'beat', 'Pat', 'Cash', '(', 'Australia', ')', '6-4', '6-3', '6-2']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0]",1
"['Bertram', 'said', 'Lauck', 'was', 'obsessed', 'by', 'Nazism', 'and', 'devoted', 'his', 'life', 'to', 'leading', 'his', 'National', 'Socialist', 'German', 'Workers', ""'"", 'Party', 'Foreign', 'Organisation', '(', 'NSDAP-AO', ')', ',', 'which', 'derives', 'its', 'name', 'from', 'the', 'full', 'German', 'title', 'of', 'Hitler', ""'s"", 'Nazi', 'party', '.']","[1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 7, 0, 0]",4
"['Choudhury', ',', 'a', 'former', 'foreign', 'minister', 'and', 'veteran', 'diplomat', ',', 'was', 'appointed', 'speaker', 'of', 'the', '330-member', 'parliament', 'on', 'July', '13', ',', 'a', 'month', 'after', 'general', 'elections', 'returned', 'the', 'Awami', 'League', 'of', 'Prime', 'Minister', 'Sheikh', 'Hasina', 'to', 'power', 'after', '21', 'years', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"['Boston', '4', 'CALIFORNIA', '1']","[3, 0, 3, 0]",1
"['Two', 'Russian-built', 'hovercrafts', ',', 'capable', 'of', 'carrying', 'up', 'to', '50', 'tons', 'each', ',', 'will', 'begin', 'ferrying', 'passengers', 'and', 'cargo', 'up', 'and', 'down', 'the', 'huge', 'river', 'from', 'its', 'mouth', 'at', 'Belem', 'by', 'the', 'end', 'of', 'the', 'year', ',', 'Brazil', ""'s"", 'Amazon', 'Affairs', 'Department', 'said', 'in', 'a', 'statement', '.']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 4, 4, 0, 0, 0, 0, 0]",1
"['Alex', ""O'Brien"", ',', 'who', 'scored', 'his', 'first', 'professional', 'title', 'eight', 'days', 'ago', 'in', 'New', 'Haven', ',', 'advanced', 'to', 'the', 'second', 'round', 'with', 'a', '6-4', '1-6', '6-4', '6-3', 'win', 'over', 'Ecuador', ""'s"", 'Nicolas', 'Lapentti', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 0]",1
"['WHEAT', '/', 'BARLEY', 'SALE', '-', 'The', 'Japanese', 'Food', 'Agency', 'said', 'it', 'bought', '20,000', 'tonnes', 'of', 'U.S.', 'dark', 'northern', 'spring', 'wheat', ',', '20,000', 'of', 'Canadian', 'western', 'red', 'spring', 'wheat', ',', '20,000', 'of', 'Australian', 'standard', 'white', 'wheat', 'and', '20,000', 'of', 'Australian', 'feed', 'barley', 'at', 'its', 'weekly', 'tender', ',', 'all', 'for', 'October', 'shipment', '.']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Ulsan', '1', '0', '1', '6', '6', '3']","[3, 0, 0, 0, 0, 0, 0]",3
"['The', 'ministry', 'declined', 'to', 'detail', 'gestures', 'the', 'Nuremberg-based', 'policemen', 'had', 'made', 'at', 'the', 'August', '13', 'function', 'but', 'added', 'seven', 'had', 'been', 'suspended', 'from', 'duty', 'pending', 'an', 'internal', 'inquiry', '.']","[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['after', 'Tuesday', ""'s"", 'matches', '(', 'tabulated', 'under', 'played', ',', 'won', ',', 'drawn', ',']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['SAN', 'FRANCISCO', '1', 'Philadelphia', '0']","[3, 4, 0, 3, 0]",1
"['William', 'Weld', 'asked', 'to', 'deliver', 'a', 'speech', 'defending', 'abortion', 'rights', 'and', 'was', 'turned', 'down', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Yeltsin', ""'s"", 'wife', 'has', 'kidney', 'operation', '.']","[1, 0, 0, 0, 0, 0, 0]",0
"['Sporting', ""'s"", 'Luis', 'Miguel', 'Predrosa', 'scored', 'the', 'first', 'goal', 'of', 'the', 'new', 'league', 'season', 'as', 'the', 'Lisbon', 'side', 'cruised', 'to', 'a', '3-1', 'away', 'win', 'over', 'SC', 'Espinho', 'on', 'Friday', '.']","[3, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0]",1
"['Wall', 'Street', 'had', 'expected', 'the', 'company', 'to', 'earn', '$', '0.17', 'a', 'share', 'in', 'its', 'fourth', 'quarter', ',', 'ended', 'June', '30', ',', 'according', 'to', 'First', 'Call', '.']","[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['6-1', '7-5']","[0, 0]",4
['1996-08-23'],[0],4
"['Lierse', '4', 'Charleroi', '0']","[3, 0, 3, 0]",1
"['FLORIDA', '60', '70', '.462', '22']","[3, 0, 0, 0, 0]",1
"['In', 'the', 'night', ""'s"", 'only', 'other', 'match', ',', 'Hamburg', 'beat', 'Hansa', 'Rostock', '1-0', ',', 'Karsten', 'Baeron', 'scoring', 'the', 'winner', 'after', 'some', 'dazzling', 'build-up', 'from', 'in-form', 'midfielder', 'Harald', 'Spoerl', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",1
"['Gloria', 'Bistrita', 'win', '4-2', 'on', 'aggregate', '.']","[3, 4, 0, 0, 0, 0, 0]",1
"['State', ':', 'AL']","[0, 0, 5]",4
"['7.', 'Tristan', 'Hoffman', '(', 'Neths', ')', 'TVM', 'same', 'time']","[0, 1, 2, 0, 5, 0, 3, 0, 0]",1
"['Results', 'from', 'the']","[0, 0, 0]",4
"['A', 'Central', 'Bank', 'spokesman', 'said', 'he', 'could', 'not', 'confirm', 'or', 'deny', 'the', 'report', '.']","[0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['The', 'German', 'government', 'hailed', 'the', 'conviction', 'as', 'a', 'major', 'victory', 'in', 'the', 'fight', 'against', 'neo-Nazism', '.']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",0
"['6.', 'Estonia', '8.52']","[0, 5, 0]",4
"['JOHANNESBURG', '1996-08-22']","[5, 0]",0
"['That', ""'s"", 'wrong', ',', '""', 'the', 'pilot', 'told', 'private', 'Ihlas', 'news', 'agency', 'in', 'English', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0]",4
"['LONDON', '1996-08-26']","[5, 0]",0
"['Palestinians', 'accuse', 'PA', 'of', 'banning', 'books', '.']","[7, 0, 3, 0, 0, 0, 0]",4
"['MILAN', '1996-08-27']","[5, 0]",4
"['The', '27-year-old', 'Sosa', 'leads', 'the', 'league', 'with', '40', 'homers', 'and', 'is', 'tied', 'for', '10th', 'with', '100', 'RBI', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",1
"['However', ',', 'bonds', 'finished', 'largely', 'flat', '.']","[0, 0, 0, 0, 0, 0, 0]",2
"['SYDNEY', '1996-08-28']","[5, 0]",0
"['Result', 'of', 'a', 'Portuguese', 'first']","[0, 0, 0, 7, 0]",1
"['Utrecht', '0', 'Twente', 'Enschede', '0']","[3, 0, 3, 4, 0]",1
"['CENTRAL', 'DIVISION']","[7, 8]",1
"['Division', 'A']","[0, 0]",4
"['The', 'line-up', 'would', 'not', 'be', 'announced', 'until', 'shortly', 'before', 'the', 'start', ',', 'Markgraaff', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4
"['Ruch', 'Chorzow', '7', '1', '2', '4', '7', '13', '5']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['St', 'Helens', '66', 'Warrington', '14']","[3, 4, 0, 3, 0]",1
"['""', 'This', 'is', 'not', 'desireable', '...']","[0, 0, 0, 0, 0, 0]",4
"['Crowds', 'anxiously', 'wait', 'for', 'his', 'appearances', ',', 'thrusting', 'out', 'hands', 'for', 'him', 'to', 'grip', 'as', 'they', 'scream', '""', '12', 'more', 'years', '""', '--', 'a', 'wishful', 'hope', 'to', 'eight', 'years', 'of', 'Gore', 'after', 'a', 'Clinton', 're-election', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0
"['Watford', '0', 'Plymouth', '2']","[3, 0, 3, 0]",1
"['Switzerland', 'failed', 'to', 'progress', 'beyond', 'the', 'opening', 'group', 'phase', 'in', 'Euro', '96', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0]",1
"['CHICAGO', '1996-08-22']","[5, 0]",4
"['Tranmere', '3', 'Grimsby', '2']","[3, 0, 3, 0]",1
"['C.', 'Lewis', 'b', 'Wasim', 'Akram', '5']","[1, 2, 0, 1, 2, 0]",1
"['According', 'to', 'OSCE', 'officials', ',', 'Serb', 'authorities', 'have', 'pressed', 'their', 'refugees', 'to', 'register', 'to', 'vote', 'in', 'towns', 'now', 'under', 'Serb', 'control', ',', 'but', 'which', 'used', 'to', 'have', 'Moslem', 'majorities', '.']","[0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",0
['Revenue'],[0],2
"['KIEV', '1996-08-23']","[5, 0]",0
"['WASHINGTON', '1996-08-29']","[5, 0]",4
"['Germany', '1', '0', '0', '1', '1', '6', '0']","[5, 0, 0, 0, 0, 0, 0, 0]",4
"['**General', 'Consumer', 'Price', 'Index', '(', '100=1992', ')', ',', 'Producer', 'Prices', 'Index', 'and', 'Industrial', 'Production', 'Index', '(', '100=1990', ')', '.']","[7, 8, 8, 8, 0, 0, 0, 0, 7, 8, 8, 0, 7, 8, 8, 0, 0, 0, 0]",2
"['Hoping', 'for', 'a', 'longer', 'engagement', 'on', 'the', 'cement', 'at', 'Flushing', 'Meadows', 'were', 'the', 'sixth-seeded', 'Huber', 'of', 'Germany', 'and', '12th', 'seed', 'Maleeva', 'of', 'Bulgaria', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 1, 0, 5, 0, 0, 0, 1, 0, 5, 0]",1
"['One', 'Taibe', 'supporter', 'required', 'hospital', 'treatment', 'for', 'cuts', 'and', 'bruises', 'after', 'a', 'stone', 'struck', 'his', 'head', 'as', 'he', 'was', 'driving', 'from', 'the', 'stadium', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['6', '-', 'Andre', 'Agassi', '(', 'U.S.', ')', 'beat', 'Leander', 'Paes', '(', 'India', ')', '3-6', '6-4', '6-1', '6-0']","[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0]",1
"['Rating', ':', 'Baa1']","[0, 0, 0]",2
"['Maturing', 'credits', 'are', 'seen', 'at', '2.209', 'billion', 'pesos', ',', 'and', 'there', 'is', 'an', 'oversupply', 'of', '684', 'billion', 'pesos', 'from', 'the', 'primary', 'auction', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['2.', 'Benetton', '55']","[0, 3, 0]",4
"['A', 'South', 'African', 'boy', 'is', 'writing', 'back', 'to', 'an', 'American', 'girl', 'whose', 'message', 'in', 'a', 'bottle', 'he', 'found', 'washed', 'up', 'on', 'President', 'Nelson', 'Mandela', ""'s"", 'old', 'prison', 'island', '.']","[0, 7, 8, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",0
"['Still', ',', 'markets', 'may', 'have', 'little', 'to', 'fear', 'from', 'any', 'Rubin', 'successor', 'because', 'the', 'firm', 'dollar', 'policy', 'has', 'yielded', 'positive', 'results', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Polish', 'diplomat', 'denies', 'nurses', 'stranded', 'in', 'Libya', '.']","[7, 0, 0, 0, 0, 0, 5, 0]",0
"['Rick', 'Huisman', '(', '1-1', ')', 'allowed', 'one', 'hit', 'and', 'a', 'walk', 'in', 'the', '12th', 'to', 'post', 'his', 'first', 'major-league', 'win', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['India', ""'s"", 'Home', '(', 'interior', ')', 'Minister', 'accused', 'Pakistan', 'on', 'on', 'Thursday', 'of', 'planning', 'to', 'disrupt', 'state', 'elections', 'in', 'troubled', 'Jammu', 'and', 'Kashmir', 'state', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0]",0
